iter	Passed	Remaining
212	279	1033
213	280	1029
214	280	1024
215	281	1020
216	281	1016
217	282	1012
218	282	1008
219	283	1005
220	283	1001
221	284	997
222	285	993
223	285	989
224	286	985
225	286	982
226	287	979
227	288	976
228	288	972
229	289	969
230	290	965
231	290	962
232	291	958
233	291	955
234	292	951
235	293	948
236	293	945
237	294	941
238	294	938
239	295	934
240	295	931
241	296	928
242	296	924
243	297	921
244	298	918
245	298	915
246	299	912
247	299	908
248	300	905
249	301	903
250	301	900
251	302	897
252	303	894
253	303	892
254	304	889
255	304	885
256	305	882
257	305	879
258	306	876
259	307	873
260	307	871
261	308	868
262	308	865
263	309	862
264	309	859
265	310	856
266	311	853
267	311	851
268	312	848
269	312	845
270	313	842
271	313	840
272	314	837
273	315	834
274	315	832
275	316	829
276	317	827
277	317	825
278	318	822
279	319	820
280	319	818
281	320	815
282	320	812
283	321	810
284	321	807
285	322	805
286	323	802
287	323	800
288	324	797
289	324	795
290	325	792
291	325	790
292	326	787
293	327	785
294	327	782
295	328	780
296	328	778
297	329	775
298	329	773
299	330	771
300	331	769
301	332	767
302	332	765
303	333	763
304	333	760
305	334	758
306	335	756
307	335	754
308	336	751
309	336	749
310	337	747
311	337	745
312	338	742
313	339	740
314	339	738
315	340	736
316	341	734
317	341	732
318	342	730
319	342	728
320	343	726
321	343	723
322	344	721
323	344	719
324	345	718
325	346	716
326	347	714
327	347	712
328	348	710
329	348	708
330	349	706
331	349	704
332	350	702
333	351	700
334	351	698
335	352	696
336	352	694
337	353	692
338	353	689
339	354	687
340	354	685
341	355	683
342	356	681
343	356	679
344	357	677
345	357	675
346	358	674
347	358	672
348	359	670
349	359	668
350	360	666
351	361	664
352	361	663
353	362	661
354	363	659
355	363	658
356	364	656
357	364	654
358	365	652
359	366	650
360	366	649
361	367	647
362	367	645
363	368	643
364	369	642
365	369	640
366	370	638
367	370	636
368	371	634
369	371	633
370	372	631
371	373	630
372	373	628
373	374	626
374	375	625
375	376	624
376	377	623
377	377	621
378	378	620
379	379	618
380	379	617
381	380	615
382	381	614
383	381	612
384	382	611
385	383	609
386	383	608
387	384	606
388	385	604
389	385	603
390	386	601
391	386	600
392	387	598
393	388	597
394	388	595
395	389	594
396	390	592
397	390	591
398	391	589
399	392	588
400	392	586
401	393	585
402	394	583
403	394	582
404	395	580
405	395	579
406	396	577
407	397	576
408	397	574
409	398	573
410	399	571
411	399	570
412	400	568
413	400	567
414	401	566
415	402	564
416	402	563
417	403	561
418	403	560
419	404	558
420	405	557
421	406	556
422	408	557
423	409	555
424	409	554
425	410	552
426	410	551
427	411	549
428	412	548
429	412	546
430	413	545
431	413	544
432	414	542
433	414	541
434	415	539
435	416	538
436	416	536
437	417	535
438	417	534
439	418	532
440	419	531
441	420	530
442	420	529
443	421	527
444	422	526
445	422	525
446	423	523
447	424	522
448	424	521
449	425	519
450	426	518
451	426	517
452	427	516
453	428	514
454	428	513
455	429	512
456	429	510
457	430	509
458	431	508
459	431	506
460	432	505
461	432	503
462	433	502
463	433	501
464	434	499
465	435	498
466	435	497
467	436	496
468	436	494
469	437	493
470	438	492
471	438	490
472	439	489
473	439	488
474	440	486
475	440	485
476	441	484
477	442	482
478	442	481
479	443	480
480	443	478
481	444	477
482	444	476
483	445	474
484	446	473
485	446	472
486	447	470
487	447	469
488	448	468
489	448	467
490	449	465
491	450	464
492	450	463
493	451	462
494	452	461
495	452	460
496	453	458
497	454	457
498	454	456
499	455	455
500	456	454
501	456	453
502	457	452
503	458	450
504	458	449
505	459	448
506	459	447
507	460	445
508	460	444
509	461	443
510	462	442
511	462	440
512	463	439
513	463	438
514	464	437
515	464	436
516	465	434
517	466	433
518	466	432
519	467	431
520	467	429
521	468	428
522	468	427
523	469	426
524	469	425
525	470	423
526	470	422
527	471	421
528	472	420
529	472	419
530	473	417
531	473	416
532	474	415
533	474	414
534	475	413
535	475	412
536	476	410
537	476	409
538	477	408
539	478	407
540	478	406
541	479	405
542	479	403
543	480	402
544	480	401
545	481	400
546	482	399
547	482	398
548	483	397
549	484	396
550	484	394
551	485	393
552	485	392
553	486	391
554	487	390
555	488	389
556	488	388
557	489	387
558	490	386
559	490	385
560	491	384
561	492	383
562	493	382
563	494	381
564	494	381
565	495	379
566	496	379
567	496	377
568	497	376
569	498	375
570	498	374
571	499	373
572	500	372
573	500	371
574	501	370
575	502	369
576	502	368
577	503	367
578	504	366
579	504	365
580	505	364
581	505	363
582	506	362
583	506	361
584	507	360
585	508	358
586	508	357
587	509	356
588	510	355
589	510	354
590	511	353
591	512	352
592	512	351
593	513	350
594	513	349
595	514	348
596	515	347
597	515	346
598	516	345
599	517	344
600	517	343
601	518	342
602	519	341
603	519	340
604	520	339
605	521	338
606	521	337
607	522	336
608	522	335
609	523	334
610	524	333
611	524	332
612	525	331
613	526	330
614	527	329
615	527	328
616	528	327
617	528	326
618	529	325
619	530	324
620	530	323
621	531	322
622	531	321
623	532	320
624	533	319
625	533	318
626	534	317
627	534	316
628	535	315
629	535	314
630	536	313
631	536	312
632	537	311
633	538	310
634	538	309
635	539	308
636	540	307
637	541	306
638	541	306
639	542	305
640	542	304
641	543	303
642	544	302
643	544	301
644	545	300
645	545	299
646	546	298
647	546	297
648	547	296
649	548	295
650	548	294
651	549	293
652	550	292
653	550	291
654	551	290
655	552	289
656	552	288
657	553	287
658	553	286
659	554	285
660	555	284
661	555	283
662	556	282
663	557	281
664	557	280
665	558	280
666	558	279
667	559	278
668	560	277
669	560	276
670	561	275
671	561	274
672	562	273
673	563	272
674	563	271
675	564	270
676	564	269
677	565	268
678	565	267
679	566	266
680	566	265
681	567	264
682	568	263
683	568	262
684	569	261
685	570	261
686	570	260
687	571	259
688	571	258
689	572	257
690	573	256
691	573	255
692	574	254
693	574	253
694	575	252
695	575	251
696	576	250
697	577	249
698	577	248
699	578	247
700	578	246
701	579	246
702	580	245
703	580	244
704	581	243
705	581	242
706	582	241
707	582	240
708	583	239
709	584	238
710	584	237
711	585	236
712	586	235
713	586	235
714	587	234
715	587	233
716	588	232
717	589	231
718	589	230
719	590	229
720	590	228
721	591	227
722	591	226
723	592	225
724	593	224
725	593	224
726	594	223
727	594	222
728	595	221
729	595	220
730	596	219
731	596	218
732	597	217
733	597	216
734	598	215
735	599	214
736	599	214
737	600	213
738	601	212
739	601	211
740	602	210
741	602	209
742	603	208
743	603	207
744	604	206
745	604	205
746	605	205
747	606	204
748	606	203
749	607	202
750	608	201
751	608	200
752	609	199
753	609	198
754	610	198
755	610	197
756	611	196
757	611	195
758	612	194
759	613	193
760	614	192
761	614	192
762	615	191
763	616	190
764	616	189
765	617	188
766	618	187
767	619	186
768	619	186
769	620	185
770	620	184
771	621	183
772	622	182
773	622	181
774	623	180
775	623	180
776	624	179
777	624	178
778	625	177
779	625	176
780	626	175
781	627	174
782	627	173
783	628	173
784	628	172
785	629	171
786	630	170
787	630	169
788	631	168
789	632	168
790	632	167
791	633	166
792	634	165
793	634	164
794	635	163
795	636	163
796	636	162
797	637	161
798	637	160
799	638	159
800	639	158
801	639	157
802	640	157
803	640	156
804	641	155
805	641	154
806	642	153
807	643	152
808	643	151
809	644	151
810	645	150
811	645	149
812	646	148
813	646	147
814	647	146
815	647	146
816	648	145
817	649	144
818	649	143
819	650	142
820	650	141
821	651	141
822	651	140
823	652	139
824	653	138
825	653	137
826	654	136
827	654	135
828	655	135
829	655	134
830	656	133
831	656	132
832	657	131
833	658	131
834	658	130
835	659	129
836	659	128
837	660	127
838	661	126
839	661	126
840	662	125
841	662	124
842	663	123
843	663	122
844	664	121
845	664	121
846	665	120
847	666	119
848	666	118
849	667	117
850	667	116
851	668	116
852	668	115
853	669	114
854	670	113
855	670	112
856	671	111
857	671	111
858	672	110
859	672	109
860	673	108
861	673	107
862	674	107
863	675	106
864	675	105
865	676	104
866	676	103
867	677	103
868	678	102
869	678	101
870	679	100
871	679	99
872	680	98
873	680	98
874	681	97
875	682	96
876	682	95
877	683	94
878	683	94
879	684	93
880	684	92
881	685	91
882	685	90
883	686	90
884	687	89
885	687	88
886	688	87
887	689	86
888	690	86
889	690	85
890	691	84
891	691	83
892	692	82
893	692	82
894	693	81
895	695	80
896	696	79
897	697	79
898	698	78
899	699	77
900	700	76
901	700	76
902	701	75
903	702	74
904	703	73
905	703	73
906	704	72
907	704	71
908	705	70
909	705	69
910	706	69
911	707	68
912	707	67
913	708	66
914	708	65
915	709	65
916	709	64
917	710	63
918	711	62
919	711	61
920	712	61
921	712	60
922	713	59
923	713	58
924	714	57
925	714	57
926	715	56
927	716	55
928	716	54
929	717	53
930	717	53
931	718	52
932	719	51
933	719	50
934	720	50
935	720	49
936	721	48
937	721	47
938	722	46
939	723	46
940	723	45
941	724	44
942	724	43
943	725	43
944	726	42
945	726	41
946	727	40
947	727	39
948	728	39
949	728	38
950	729	37
951	730	36
952	731	36
953	731	35
954	732	34
955	732	33
956	733	32
957	733	32
958	734	31
959	735	30
960	735	29
961	736	29
962	736	28
963	737	27
964	737	26
965	738	25
966	738	25
967	739	24
968	740	23
969	740	22
970	741	22
971	741	21
972	742	20
973	742	19
974	743	19
975	743	18
976	744	17
977	745	16
978	745	15
979	746	15
980	747	14
981	747	13
982	748	12
983	748	12
984	749	11
985	749	10
986	750	9
987	750	9
988	751	8
989	752	7
990	752	6
991	753	6
992	753	5
993	754	4
994	754	3
995	755	3
996	755	2
997	756	1
998	756	0
999	757	0
